"","id","name","year_official","month_first_rating","year_first_rating","month_available","year_available"
"128",43015,"Hansa Teutonica",2009,10,2009,10,2009
"129",127023,"Kemet",2012,9,2012,2,2013
"130",2511,"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases",1982,10,2001,5,2001
"131",256916,"Concordia Venus",2018,8,2018,10,2018
"132",118048,"Targi",2012,2,2012,10,2012
"133",274364,"Watergate",2019,3,2019,7,2019
"134",233398,"Endeavor: Age of Sail",2018,8,2017,9,2018
"135",161970,"Alchemists",2014,7,2014,10,2014
"136",147020,"Star Realms",2014,11,2013,3,2014
"137",146652,"Legendary Encounters: An Alien Deck Building Game",2014,7,2014,8,2014
"138",271324,"It's a Wonderful World",2019,2,2019,10,2019
"139",217372,"The Quest for El Dorado",2017,3,2017,4,2017
"140",34635,"Stone Age",2008,2,2008,3,2008
"141",308765,"Praga Caput Regni",2020,8,2020,10,2020
"142",103885,"Star Wars: X-Wing Miniatures Game",2012,8,2011,8,2012
"143",14996,"Ticket to Ride: Europe",2005,3,2005,3,2005
"144",220877,"Rajas of the Ganges",2017,4,2017,10,2017
"145",254640,"Just One",2018,6,2018,8,2018
"146",233867,"Welcome To...",2018,10,2017,2,2018
"147",77423,"The Lord of the Rings: The Card Game",2011,8,2010,4,2011
"148",148949,"Istanbul",2014,2,2014,3,2014
"149",82222,"Xia: Legends of a Drift System",2014,5,2013,9,2014
"150",283948,"Marco Polo II: In the Service of the Khan",2019,7,2019,10,2019
"151",244522,"That's Pretty Clever!",2018,2,2018,3,2018
"152",296151,"Viscounts of the West Kingdom",2020,12,2019,2,2020
"153",9609,"War of the Ring",2004,3,2004,9,2004
"154",265188,"Glen More II: Chronicles",2019,1,2019,10,2019
"155",43111,"Chaos in the Old World",2009,6,2009,8,2009
"156",463,"Magic: The Gathering",1993,6,2001,5,2001
"157",287954,"Azul: Summer Pavilion",2019,9,2019,9,2019
"158",54043,"Jaipur",2009,10,2009,10,2009
"159",104162,"Descent: Journeys in the Dark (Second Edition)",2012,9,2011,7,2012
"160",328871,"Terraforming Mars: Ares Expedition",2021,1,2021,6,2021
"161",10630,"Memoir '44",2004,4,2004,6,2004
"162",188920,"This War of Mine: The Board Game",2017,5,2016,5,2017
"163",271055,"Dwellings of Eldervale",2020,3,2019,10,2020
"164",282524,"Horrified",2019,6,2019,8,2019
