"","year","month","avg_rating","no_ratings","avg_rating_owned","avg_rating_not_owned","avg_rating_prev_owned","avg_rating_comment","avg_rating_no_comment","no_ratings_owned","no_ratings_not_owned","no_ratings_prev_owned","no_ratings_comment","no_ratings_no_comment","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"1",2018,2,10,2,NA,10,NA,10,10,0,2,0,1,1,2,0,2,0,1,1,10,NA,10,NA,10,10,-13
"2",2018,3,10,1,10,NA,NA,NA,10,1,0,0,0,1,3,1,2,0,1,2,10,10,10,NA,10,10,-12
"3",2018,4,9.86206896551724,29,10,9.82608695652174,10,9,9.92592592592593,6,23,1,2,27,32,7,25,1,3,29,9.875,10,9.84,10,9.33333333333333,9.93103448275862,-11
"4",2018,5,8.4661797752809,89,9.33333333333333,8.24633802816901,9,6.86,9.09359375,18,71,4,25,64,121,25,96,5,28,93,8.83876033057851,9.52,8.66135416666667,9.2,7.125,9.3547311827957,-10
"5",2018,6,6.5,2,NA,6.5,NA,6.5,NA,0,2,0,2,0,123,25,98,5,30,93,8.80073170731707,9.52,8.61724489795918,9.2,7.08333333333333,9.3547311827957,-9
"6",2018,7,10,1,10,NA,NA,10,NA,1,0,0,1,0,124,26,98,5,31,93,8.81040322580645,9.53846153846154,8.61724489795918,9.2,7.17741935483871,9.3547311827957,-8
"7",2018,8,10,3,10,10,NA,NA,10,2,1,0,0,3,127,28,99,5,31,96,8.83850393700787,9.57142857142857,8.63121212121212,9.2,7.17741935483871,9.37489583333333,-7
"8",2018,10,9.25,4,9.66666666666667,8,NA,NA,9.25,3,1,0,0,4,131,31,100,5,31,100,8.85106870229008,9.58064516129032,8.6249,9.2,7.17741935483871,9.3699,-5
"9",2018,11,9,3,9,9,NA,NA,9,2,1,0,0,3,134,33,101,5,31,103,8.85440298507463,9.54545454545454,8.62861386138614,9.2,7.17741935483871,9.35912621359223,-4
"10",2019,1,5.83333333333333,3,10,3.75,NA,NA,5.83333333333333,1,2,0,0,3,137,34,103,5,31,106,8.78824817518248,9.55882352941176,8.53388349514563,9.2,7.17741935483871,9.25933962264151,-2
