"","ID","Name","Year","Rank","Average","Bayes.average","Users.rated"
"124",2511,"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases",1982,124,7.68,7.461,19286
"125",127023,"Kemet",2012,125,7.69,7.456,17784
"126",4098,"Age of Steam",2002,126,7.81,7.451,9884
"127",279537,"The Search for Planet X",2020,127,8.09,7.45,5629
"128",341169,"Great Western Trail (Second Edition)",2021,128,8.52,7.447,3361
"129",118048,"Targi",2012,129,7.64,7.441,18878
"130",233398,"Endeavor: Age of Sail",2018,130,7.95,7.439,7841
"131",274364,"Watergate",2019,131,7.87,7.439,8428
"132",43015,"Hansa Teutonica",2009,132,7.7,7.438,13405
"133",161970,"Alchemists",2014,133,7.66,7.437,20462
"134",147020,"Star Realms",2014,134,7.57,7.433,40257
"135",146652,"Legendary Encounters: An Alien Deck Building Game",2014,135,7.77,7.432,12370
"136",271324,"It's a Wonderful World",2019,136,7.78,7.43,12010
"137",34635,"Stone Age",2008,137,7.55,7.428,48727
"138",103885,"Star Wars: X-Wing Miniatures Game",2012,138,7.66,7.428,24113
"139",231733,"Obsession",2018,139,8.32,7.428,4347
"140",217372,"The Quest for El Dorado",2017,140,7.64,7.421,17812
"141",256916,"Concordia Venus",2018,141,8.31,7.42,3898
"142",14996,"Ticket to Ride: Europe",2005,142,7.54,7.42,66391
"143",233867,"Welcome To...",2018,143,7.58,7.418,24316
"144",148949,"Istanbul",2014,144,7.56,7.412,28305
"145",77423,"The Lord of the Rings: The Card Game",2011,145,7.66,7.409,22662
"146",254640,"Just One",2018,146,7.61,7.406,18613
"147",220877,"Rajas of the Ganges",2017,147,7.73,7.402,11376
"148",244522,"That's Pretty Clever!",2018,148,7.61,7.402,19386
"149",308765,"Praga Caput Regni",2020,149,8.04,7.4,5728
"150",82222,"Xia: Legends of a Drift System",2014,150,7.88,7.398,8701
"151",287954,"Azul: Summer Pavilion",2019,151,7.73,7.398,11702
"152",283948,"Marco Polo II: In the Service of the Khan",2019,152,8.05,7.396,5468
"153",104162,"Descent: Journeys in the Dark (Second Edition)",2012,153,7.65,7.395,24134
"154",43111,"Chaos in the Old World",2009,154,7.67,7.395,14914
"155",9609,"War of the Ring",2004,155,7.77,7.395,10310
"156",54043,"Jaipur",2009,156,7.5,7.386,43778
"157",265188,"Glen More II: Chronicles",2019,157,7.97,7.382,5985
"158",463,"Magic: The Gathering",1993,158,7.55,7.381,35783
"159",296151,"Viscounts of the West Kingdom",2020,159,7.93,7.377,6718
"160",10630,"Memoir '44",2004,160,7.56,7.377,27706
"161",282524,"Horrified",2019,161,7.74,7.372,11543
"162",128882,"The Resistance: Avalon",2012,162,7.55,7.37,29984
"163",17133,"Railways of the World",2005,163,7.68,7.368,11658
"164",150376,"Dead of Winter: A Crossroads Game",2014,164,7.52,7.366,42747
"165",188920,"This War of Mine: The Board Game",2017,165,7.8,7.366,10725
"166",39463,"Cosmic Encounter",2008,166,7.54,7.362,29897
"167",155426,"Castles of Mad King Ludwig",2014,167,7.53,7.362,23779
"168",70149,"Ora et Labora",2011,168,7.7,7.361,10364
"169",199561,"Sagrada",2017,169,7.5,7.358,33069
"170",103343,"A Game of Thrones: The Board Game (Second Edition)",2011,170,7.57,7.357,31329
"171",189932,"Tyrants of the Underdark",2016,171,7.91,7.351,6675
"172",25021,"Sekigahara: The Unification of Japan",2011,172,8.02,7.349,5086
"173",221194,"Dinosaur Island",2017,173,7.64,7.348,14119
"174",249259,"War Chest",2018,174,7.94,7.347,6556
"175",328871,"Terraforming Mars: Ares Expedition",2021,175,7.76,7.346,8986
"176",31627,"Ticket to Ride: Nordic Countries",2007,176,7.63,7.342,12801
"177",14105,"Commands & Colors: Ancients",2006,177,7.77,7.342,8331
"178",123260,"Suburbia",2012,178,7.5,7.342,23222
"179",195421,"Near and Far",2017,179,7.74,7.335,8991
"180",268864,"Undaunted: Normandy",2019,180,7.83,7.335,7632
"181",283155,"Calico",2020,181,7.68,7.334,11609
"182",104006,"Village",2011,182,7.51,7.331,21716
"183",171131,"Captain Sonar",2016,183,7.54,7.33,18366
"184",21050,"Combat Commander: Europe",2006,184,7.95,7.327,5679
"185",126042,"Nations",2013,185,7.62,7.325,11716
"186",245638,"Coimbra",2018,186,7.66,7.322,10349
"187",209418,"Dominion (Second Edition)",2016,187,7.88,7.321,6808
"188",182631,"Star Realms: Colony Wars",2015,188,7.83,7.32,7137
"189",188,"Go",-2200,189,7.64,7.318,15934
"190",91,"Paths of Glory",1999,190,8.06,7.318,4809
"191",12,"Ra",1999,191,7.49,7.318,20336
"192",242302,"Space Base",2018,192,7.58,7.317,13598
"193",148228,"Splendor",2014,193,7.43,7.316,68635
"194",224037,"Codenames: Duet",2017,194,7.5,7.311,18556
"195",306735,"Under Falling Skies",2020,195,7.82,7.31,6845
"196",215,"Tichu",1991,196,7.58,7.309,14285
"197",223321,"Detective: A Modern Crime Board Game",2018,197,7.77,7.306,9012
"198",822,"Carcassonne",2000,198,7.42,7.305,113150
"199",146886,"La Granja",2014,199,7.64,7.304,9968
"200",283355,"Dune",2019,200,8.04,7.304,5784
"201",239188,"Chronicles of Crime",2018,201,7.69,7.3,18827
"202",9209,"Ticket to Ride",2004,202,7.41,7.299,79436
"203",318977,"MicroMacro: Crime City",2020,203,7.65,7.292,9687
"204",54998,"Cyclades",2009,204,7.52,7.291,19611
"205",7854,"YINSH",2003,205,7.7,7.288,8171
"206",129437,"Legendary: A Marvel Deck Building Game",2012,206,7.55,7.288,21341
"207",176189,"Zombicide: Black Plague",2015,207,7.65,7.285,14388
"208",109276,"Kanban: Driver's Edition",2014,208,7.82,7.284,6379
"209",146508,"T.I.M.E Stories",2015,209,7.46,7.283,25843
"210",188834,"Secret Hitler",2016,210,7.53,7.282,22683
"211",293014,"Nidavellir",2020,211,7.68,7.278,8503
"212",169426,"Roll Player",2016,212,7.5,7.278,17095
"213",194655,"Santorini",2016,213,7.42,7.277,33655
"214",156129,"Deception: Murder in Hong Kong",2014,214,7.48,7.277,19158
"215",232832,"Century: Golem Edition",2017,215,7.65,7.276,9588
"216",271055,"Dwellings of Eldervale",2020,216,8.23,7.275,3759
"217",555,"The Princes of Florence",2000,217,7.52,7.273,14915
"218",9216,"Goa",2004,218,7.57,7.272,11212
"219",158600,"Hanamikoji",2013,219,7.52,7.27,14340
"220",192291,"Sushi Go Party!",2016,220,7.43,7.27,28224
"221",294484,"Unmatched: Cobble & Fog",2020,221,8.18,7.267,3919
"222",118,"Modern Art",1992,222,7.46,7.266,19116
"223",199478,"Flamme Rouge",2016,223,7.52,7.261,15012
"224",241451,"Aeon's End: Legacy",2019,224,8.12,7.259,3935
"225",198994,"Hero Realms",2016,225,7.56,7.255,15078
"226",176494,"Isle of Skye: From Chieftain to King",2015,226,7.41,7.253,22955
"227",20551,"Shogun",2006,227,7.53,7.252,13329
"228",155068,"Arcadia Quest",2014,228,7.66,7.251,9872
"229",31481,"Galaxy Trucker",2007,229,7.38,7.251,31899
"230",235802,"Too Many Bones: Undertow",2018,230,8.72,7.25,2370
"231",271896,"Star Wars: Outer Rim",2019,231,7.71,7.248,8616
"232",295486,"My City",2020,232,7.78,7.248,6150
"233",128621,"Viticulture",2013,233,7.54,7.248,11824
"234",269207,"The Taverns of Tiefenthal",2019,234,7.6,7.246,10118
"235",421,"1830: Railways & Robber Barons",1986,235,7.87,7.246,5153
"236",19857,"Glory to Rome",2005,236,7.49,7.246,13536
"237",27833,"Steam",2009,237,7.57,7.246,9877
"238",27708,"1960: The Making of the President",2007,238,7.62,7.245,8947
"239",274637,"Unmatched: Battle of Legends, Volume One",2019,239,7.89,7.241,5842
"240",300531,"Paleo",2020,240,7.8,7.241,6381
"241",228341,"Pulsar 2849",2017,241,7.69,7.241,7438
"242",3,"Samurai",1998,242,7.46,7.237,15510
"243",140620,"Lewis & Clark: The Expedition",2013,243,7.47,7.235,14401
"244",127060,"Bora Bora",2013,244,7.56,7.226,9608
"245",223040,"Fantasy Realms",2017,245,7.56,7.224,10061
"246",227224,"The Red Cathedral",2020,246,7.79,7.22,6003
"247",204583,"Kingdomino",2016,247,7.34,7.22,39873
"248",92828,"Dixit: Odyssey",2011,248,7.43,7.213,18844
"249",232405,"Western Legends",2018,249,7.63,7.213,8896
"250",108745,"Seasons",2012,250,7.38,7.212,22820
"251",155873,"Power Grid Deluxe: Europe/North America",2014,251,7.98,7.211,4096
"252",165722,"KLASK",2014,252,7.64,7.211,7595
"253",144344,"Rococo",2013,253,7.59,7.208,8288
"254",24181,"Imperial",2006,254,7.6,7.207,8494
"255",285967,"Ankh: Gods of Egypt",2021,255,7.92,7.207,5253
"256",286096,"Tapestry",2019,256,7.45,7.205,16106
"257",760,"Battle Line",2000,257,7.41,7.201,16540
"258",97207,"Dungeon Petz",2011,258,7.44,7.2,13881
"259",176734,"The Manhattan Project: Energy Empire",2016,259,7.77,7.199,5468
"260",224783,"Vindication",2018,260,7.81,7.193,5636
"261",181279,"Fury of Dracula (Third/Fourth Edition)",2015,261,7.48,7.192,13075
"262",22545,"Age of Empires III: The Age of Discovery",2007,262,7.52,7.191,10047
"263",206718,"Ethnos",2017,263,7.47,7.19,11682
"264",66589,"Navegador",2010,264,7.54,7.19,8647
"265",300322,"Hallertau",2020,265,8.02,7.188,3775
"266",154203,"Imperial Settlers",2014,266,7.36,7.187,22857
"267",38453,"Space Alert",2008,267,7.42,7.187,15405
"268",2655,"Hive",2000,268,7.32,7.186,33140
"269",304783,"Hadrian's Wall",2021,269,8.1,7.184,3471
"270",19777,"Indonesia",2005,270,7.87,7.184,4307
"271",246784,"Cryptid",2018,271,7.49,7.178,10511
"272",160477,"Onitama",2014,272,7.38,7.176,18654
"273",260605,"Camel Up (Second Edition)",2018,273,7.64,7.176,7393
"274",187617,"Nemo's War (Second Edition)",2017,274,7.91,7.174,4422
"275",93260,"Summoner Wars: Master Set",2011,275,7.5,7.173,10712
"276",302723,"Forgotten Waters",2020,276,7.97,7.173,4124
"277",203420,"Exit: The Game – The Abandoned Cabin",2016,277,7.48,7.17,10234
"278",59294,"Runewars",2010,278,7.63,7.169,8041
"279",48726,"Alien Frontiers",2010,279,7.38,7.166,14678
"280",193037,"Dead of Winter: The Long Night",2016,280,7.59,7.164,8962
"281",46213,"Telestrations",2009,281,7.4,7.164,15151
"282",54138,"Imperial 2030",2009,282,7.67,7.164,6229
"283",222509,"Lords of Hellas",2018,283,7.75,7.164,6487
"284",329082,"Radlands",2021,284,8.17,7.163,3443
"285",13122,"Antiquity",2004,285,7.87,7.161,4161
"286",209685,"Century: Spice Road",2017,286,7.34,7.155,21913
"287",139976,"Cthulhu Wars",2015,287,7.88,7.155,5093
"288",143693,"Glass Road",2013,288,7.45,7.153,10248
"289",172081,"Burgle Bros.",2015,289,7.49,7.153,9784
"290",227789,"Heaven & Ale",2017,290,7.56,7.149,7532
"291",146439,"BattleLore: Second Edition",2013,291,7.7,7.149,6055
"292",234,"Hannibal: Rome vs. Carthage",1996,292,7.8,7.148,4874
"293",140934,"Arboretum",2015,293,7.35,7.147,16597
"294",163967,"Tiny Epic Galaxies",2015,294,7.36,7.145,18005
"295",54,"Tikal",1999,295,7.33,7.144,18982
"296",136888,"Bruges",2013,296,7.42,7.143,10983
"297",257499,"Arkham Horror (Third Edition)",2018,297,7.74,7.141,7154
"298",40692,"Small World",2009,298,7.23,7.138,66393
"299",129622,"Love Letter",2012,299,7.23,7.137,61707
"300",172818,"Above and Below",2015,300,7.39,7.137,14540
"301",45315,"Dungeon Lords",2009,301,7.38,7.137,13391
"302",5,"Acquire",1964,302,7.34,7.134,19106
"303",2653,"Survive: Escape from Atlantis!",1982,303,7.31,7.134,23154
"304",77130,"Sid Meier's Civilization: The Board Game",2010,304,7.39,7.131,15136
"305",219513,"Bärenpark",2017,305,7.34,7.127,15310
"306",59959,"Letters from Whitechapel",2011,306,7.37,7.126,14903
"307",25292,"Merchants & Marauders",2010,307,7.4,7.126,13413
"308",101721,"Mage Wars Arena",2012,308,7.61,7.125,7657
"309",230253,"Star Realms: Frontiers",2018,309,7.97,7.125,3816
"310",181304,"Mysterium",2015,310,7.26,7.124,37449
"311",176920,"Mission: Red Planet (Second Edition)",2015,311,7.43,7.124,10060
"312",21241,"Neuroshima Hex! 3.0",2006,312,7.4,7.124,14162
"313",39856,"Dixit",2008,313,7.23,7.124,57033
"314",188866,"Awkward Guests",2016,314,7.66,7.124,5997
"315",156546,"Monikers",2015,315,7.79,7.122,4545
"316",314491,"Meadow",2021,316,7.82,7.122,4627
"317",184921,"Bunny Kingdom",2017,317,7.46,7.12,9836
"318",41114,"The Resistance",2009,318,7.25,7.119,38295
"319",70919,"Takenoko",2011,319,7.25,7.118,39874
"320",119890,"Agricola: All Creatures Big and Small",2012,320,7.36,7.115,13053
"321",37046,"Ghost Stories",2008,321,7.29,7.115,20384
"322",163745,"Star Wars: Armada",2015,322,7.83,7.114,5064
"323",172,"For Sale",1997,323,7.24,7.114,26999
"324",244271,"Dice Throne: Season Two – Battle Chest",2018,324,8.14,7.113,3318
"325",234487,"Altiplano",2017,325,7.5,7.111,8115
"326",192458,"51st State: Master Set",2016,326,7.64,7.11,6041
"327",297030,"Tekhenu: Obelisk of the Sun",2020,327,7.81,7.108,4402
"328",199042,"Harry Potter: Hogwarts Battle",2016,328,7.41,7.106,15464
"329",50,"Lost Cities",1999,329,7.2,7.103,41294
"330",234277,"Nusfjord",2017,330,7.65,7.099,5419
"331",304420,"Bonfire",2020,331,7.77,7.094,4478
"332",8217,"San Juan",2004,332,7.24,7.094,23005
"333",182134,"Evolution: Climate",2016,333,7.56,7.092,7067
"334",17392,"Here I Stand",2006,334,7.9,7.091,3729
"335",25554,"Notre Dame",2007,335,7.33,7.09,12811
"336",270633,"Aeon's End: The New Age",2019,336,8.62,7.089,1999
"337",246192,"Gizmos",2018,337,7.42,7.088,9499
"338",1,"Die Macher",1986,338,7.61,7.087,5503
"339",39683,"At the Gates of Loyang",2009,339,7.37,7.086,10537
"340",250458,"Gùgōng",2018,340,7.49,7.085,7609
"341",24480,"The Pillars of the Earth",2006,341,7.28,7.085,17085
"342",298047,"Marvel United",2020,342,7.66,7.083,5914
"343",90137,"Blood Bowl: Team Manager – The Card Game",2011,343,7.38,7.083,10891
"344",245934,"Carpe Diem",2018,344,7.56,7.081,6278
"345",311193,"Anno 1800",2020,345,7.81,7.081,4106
"346",63888,"Innovation",2010,346,7.28,7.08,16497
"347",111341,"The Great Zimbabwe",2012,347,7.81,7.08,3871
"348",285192,"Destinies",2021,348,7.89,7.078,4844
"349",33160,"Endeavor",2009,349,7.39,7.075,9290
"350",244711,"Newton",2018,350,7.59,7.074,5656
"351",9217,"Saint Petersburg",2004,351,7.28,7.074,15283
"352",144592,"Bruxelles 1893",2013,352,7.63,7.069,5123
"353",186751,"Mythic Battles: Pantheon",2017,353,8.4,7.068,2877
"354",155987,"Abyss",2014,354,7.33,7.067,12505
"355",47,"Chinatown",1999,355,7.38,7.067,9719
"356",31594,"In the Year of the Dragon",2007,356,7.32,7.066,11416
"357",256226,"Azul: Stained Glass of Sintra",2018,357,7.36,7.066,11211
"358",245655,"The King's Dilemma",2019,358,7.86,7.065,3829
"359",70323,"King of Tokyo",2011,359,7.16,7.064,63793
"360",260428,"Pandemic: Fall of Rome",2018,360,7.67,7.064,5001
"361",215311,"Downforce",2017,361,7.34,7.063,10943
"362",21348,"Ticket to Ride: Märklin",2006,362,7.41,7.063,8931
"363",265736,"Tiny Towns",2019,363,7.29,7.063,14925
"364",128271,"Ginkgopolis",2012,364,7.5,7.061,6396
"365",195539,"The Godfather: Corleone's Empire",2017,365,7.54,7.06,6712
"366",40354,"Maria",2009,366,7.99,7.06,3108
"367",204305,"Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures",2016,367,7.67,7.058,5064
"368",40765,"Clash of Cultures",2012,368,7.6,7.058,5496
"369",170771,"Sword & Sorcery",2017,369,7.97,7.057,4333
"370",236191,"London (Second Edition)",2017,370,7.56,7.056,5777
"371",166669,"San Juan (Second Edition)",2014,371,7.48,7.054,6633
"372",71,"Civilization",1980,372,7.5,7.054,7286
"373",269210,"Twice as Clever!",2019,373,7.48,7.053,6947
"374",154809,"Nippon",2015,374,7.67,7.052,4597
"375",194594,"Dice Forge",2017,375,7.26,7.051,18330
"376",121,"Dune",1979,376,7.61,7.049,5668
"377",243,"Advanced Squad Leader",1985,377,8,7.049,3677
"378",198773,"Codenames: Pictures",2016,378,7.22,7.049,19623
"379",15987,"Arkham Horror",2005,379,7.25,7.047,38075
"380",54625,"Space Hulk (Third Edition)",2009,380,7.53,7.045,6909
"381",36932,"Claustrophobia",2009,381,7.49,7.045,6843
"382",161614,"Stockpile",2015,382,7.51,7.044,6300
"383",291572,"Oath: Chronicles of Empire and Exile",2021,383,7.92,7.039,3993
"384",215341,"Thunderstone Quest",2018,384,7.85,7.038,3808
"385",124708,"Mice and Mystics",2012,385,7.27,7.037,18172
"386",55670,"Macao",2009,386,7.42,7.037,7214
"387",66188,"Fresco",2010,387,7.27,7.034,12501
"388",63628,"The Manhattan Project",2012,388,7.34,7.034,9521
"389",229220,"Santa Maria",2017,389,7.5,7.033,6089
"390",151347,"Millennium Blades",2016,390,7.71,7.032,4471
"391",138161,"Firefly: The Game",2013,391,7.39,7.031,11233
"392",251658,"Sprawlopolis",2018,392,7.41,7.027,7635
"393",128671,"Spartacus: A Game of Blood and Treachery",2012,393,7.47,7.026,7939
"394",100901,"Flash Point: Fire Rescue",2011,394,7.18,7.025,22620
"395",34219,"Biblios",2007,395,7.21,7.022,16469
"396",372,"Schotten Totten",1999,396,7.33,7.021,9390
"397",319966,"The King Is Dead: Second Edition",2020,397,7.76,7.019,3880
"398",92415,"Skull",2011,398,7.2,7.016,18173
"399",270844,"Imperial Settlers: Empires of the North",2019,399,7.52,7.015,5820
"400",246684,"Smartphone Inc.",2018,400,7.65,7.015,4386
"401",316377,"7 Wonders (Second Edition)",2020,401,7.99,7.014,3241
"402",96913,"Lancaster",2011,402,7.41,7.013,7065
"403",27162,"Kingsburg",2007,403,7.18,7.013,18993
"404",79828,"A Few Acres of Snow",2011,404,7.38,7.012,7696
"405",274960,"Point Salad",2019,405,7.24,7.011,13649
"406",262543,"Wavelength",2019,406,7.39,7.009,8036
"407",66362,"Glen More",2010,407,7.31,7.008,8990
"408",197376,"Charterstone",2017,408,7.28,7.008,13410
"409",176396,"Quadropolis",2016,409,7.26,7.008,12140
"410",11170,"Heroscape Master Set: Rise of the Valkyrie",2004,410,7.44,7.007,8016
"411",15985,"Blood Bowl: Living Rulebook",2004,411,7.85,7.004,3401
"412",192153,"Pandemic: Reign of Cthulhu",2016,412,7.39,7.004,9105
"413",310873,"Carnegie",2022,413,8.02,7.003,2838
"414",18833,"Lord of the Rings: The Confrontation",2005,414,7.48,7.001,5990
"415",297562,"Kemet: Blood and Sand",2021,415,8.13,6.998,2532
"416",150,"PitchCar",1995,416,7.27,6.995,10291
"417",137408,"Amerigo",2013,417,7.46,6.994,5844
"418",105134,"Risk Legacy",2011,418,7.4,6.993,8022
"419",62222,"Commands & Colors: Napoleonics",2010,419,8.01,6.992,2885
"420",150658,"Pandemic: The Cure",2014,420,7.28,6.991,10070
"421",301880,"Raiders of Scythia",2020,421,7.86,6.991,3362
"422",25417,"BattleLore",2006,422,7.36,6.991,9214
"423",150145,"Skull King",2013,423,7.46,6.989,6145
"424",194607,"Mystic Vale",2016,424,7.28,6.986,10458
"425",157969,"Sheriff of Nottingham",2014,425,7.11,6.986,32636
"426",5404,"Amun-Re",2003,426,7.3,6.985,8846
