"","rank","id","name","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"968",968,217449,"NMBR 9",6722,3434,3288,574,870,5852,6.88940937816126,7.34003870122306,6.41877035888078,6.45216707317073,6.86914643678161,6.89242181134655,66
"969",969,242684,"Reavers of Midgard",2436,1437,999,257,309,2127,7.41951049671593,7.85081766875435,6.79910168168168,6.59992217898832,7.12038834951456,7.46296547719793,36
"970",970,229892,"Container: 10th Anniversary Jumbo Edition!",1765,942,823,154,311,1454,7.67695599433428,8.28371266454352,6.98246658566221,6.84675324675325,7.69638906752412,7.67279940165062,49
"971",971,40793,"Dice Town",7247,3727,3520,851,1326,5921,6.85896121153581,7.36503369197746,6.32312821875,6.50422091656874,6.80750754147813,6.87048419185949,161
"972",972,191231,"Via Nebula",4255,1984,2271,675,619,3636,7.04412040893067,7.46878152217742,6.67312628797886,6.7373925925926,7.17047657512116,7.02260927942794,77
"973",973,23540,"Shikoku 1889",1377,534,843,66,382,995,7.97119583151779,8.40423844569289,7.69688413997627,7.21590909090909,7.96552356020942,7.97337352763819,137
"974",974,245487,"Orchard: A 9 card solitaire game",2419,2019,400,153,404,2015,7.41785099214551,7.54995619118375,6.75105,6.48006535947712,7.42955693069307,7.41550399503722,30
"975",975,85897,"Thunderstone: Dragonspire",2682,1466,1216,540,371,2311,7.33016854213274,7.81492723738063,6.74574728618421,6.87657407407407,7.19587601078167,7.35172740372134,138
"976",976,160018,"Smash Up: Monster Smash",3080,2418,662,267,230,2850,7.27494072077923,7.4853752770885,6.50631419939577,6.51313108614232,7.17245652173913,7.2832113754386,96
"977",977,130176,"Tales & Games: The Hare & the Tortoise",3949,2646,1303,352,607,3342,7.08918153963029,7.33341702569917,6.59321293169609,6.61008522727273,7.12533278418452,7.08261546977857,96
"978",978,1822,"Wilderness War",1787,1279,508,184,547,1240,7.71623528259653,8.02802970289288,6.93122531496063,6.91048913043478,7.77078608775137,7.69217133870968,229
"979",979,270971,"Era: Medieval Age",3148,1845,1303,230,388,2760,7.23660695044473,7.6887277398374,6.59642056792018,6.68123913043478,7.07048711340206,7.25996002898551,36
"980",980,208024,"The Reckoners",1813,1157,656,142,292,1521,7.74572933811363,8.17550180639585,6.98773125,6.98366197183099,7.77544178082192,7.74002517422748,48
"981",981,22825,"Tide of Iron",3801,2241,1560,596,872,2929,7.20252857405946,7.61991124944221,6.60294230769231,6.65444630872483,7.06816513761468,7.24253025264596,183
"982",982,304051,"Creature Comforts",2025,1400,625,87,293,1732,7.67416851851852,8.00264930714286,6.938371552,6.58933586206896,7.62423208191126,7.68261619515012,6
"983",983,136991,"Loony Quest",6087,3690,2397,648,687,5400,6.90619897650731,7.13300330352304,6.55705088861076,6.53428288580247,6.93259288209607,6.90284108518518,90
"984",984,217861,"Paper Tales",4261,2184,2077,523,518,3743,7.0454740812016,7.56900185897436,6.49497592681753,6.61173040152964,7.06776899613899,7.04238865081485,58
"985",985,316412,"The LOOP",1726,1189,537,90,183,1543,7.83764203939745,8.17568278385198,7.0891682122905,6.61566666666667,7.75258650273224,7.84772963707064,21
"986",986,171233,"The Big Book of Madness",6303,3529,2774,982,879,5424,6.92317554021894,7.34759385094928,6.38324323359769,6.34220475560081,6.84148455062571,6.93641417957227,82
"987",987,823,"The Lord of the Rings",15077,10117,4960,2030,3555,11522,6.74279680573058,7.07731212711278,6.06047996975807,5.97171674876847,6.79782480731364,6.72581845599722,254
"988",988,191300,"Archaeology: The New Expedition",3531,2426,1105,370,572,2959,7.14187007363353,7.46848978977741,6.42478461538462,6.31258648648649,7.16380594405594,7.13762968232511,78
"989",989,6830,"Zendo",2997,1450,1547,136,818,2179,7.22799198865532,7.87118068965517,6.62513250808016,6.41911764705882,7.35291564792176,7.18109545204222,229
"990",990,198454,"When I Dream",4882,2596,2286,397,558,4324,7.00724270790659,7.38111321263482,6.58267235345581,6.46139546599496,6.96532258064516,7.01265238205365,58
"991",991,291508,"Tiny Epic Dinosaurs",2490,1904,586,163,301,2189,7.38338540160642,7.60029743697479,6.67860636518771,6.33079754601227,7.24139534883721,7.40290984467793,25
"992",992,89409,"BattleCON: War of Indines",1865,1173,692,249,351,1514,7.68643485254692,8.22249019607843,6.77777456647399,6.88293172690763,7.81652421652422,7.65627542932629,118
"993",993,1301,"Netrunner",2398,1442,956,343,631,1767,7.44153193077565,7.85969764216366,6.81078406903766,7.0478804664723,7.71876386687797,7.34253173174873,254
"994",994,60,"Vinci",4014,1833,2181,484,1143,2871,7.07405146985551,7.55882160392798,6.66663117835855,6.83580578512397,7.03000874015748,7.09158572274469,254
"995",995,45986,"Stronghold",3435,1578,1857,783,672,2763,7.14699330422126,7.64778200253485,6.72144426494346,6.74692464878672,7.17980952380952,7.13901194353963,155
"996",996,25568,"Metropolys",4141,1791,2350,592,985,3156,7.02901875392418,7.51867764377443,6.65583617021277,6.7410472972973,7.14847715736041,6.99173531685678,173
"997",997,279254,"Ecos: First Continent",3315,1795,1520,281,461,2854,7.17466035595777,7.72631095821727,6.52320454605263,6.45419928825623,6.88229934924078,7.22188475122635,36
"998",998,241266,"Little Town",3065,1862,1203,272,361,2704,7.23887792822186,7.56448488721805,6.73490439733998,6.61566176470588,7.35554939058172,7.22330159763314,38
"999",999,35497,"Fauna",4301,2320,1981,403,657,3644,7.0259442803999,7.39227644396551,6.59692327107521,6.56997518610422,7.10509147640791,7.01167432766191,165
"1000",1000,317457,"Dinosaur World",2228,1470,758,185,311,1917,7.5003485502693,7.84001269387755,6.84163312664908,6.49155621621622,7.12691318327974,7.56093196139802,11
