"","year","month","avg_rating","no_ratings","avg_rating_owned","avg_rating_not_owned","avg_rating_prev_owned","avg_rating_comment","avg_rating_no_comment","no_ratings_owned","no_ratings_not_owned","no_ratings_prev_owned","no_ratings_comment","no_ratings_no_comment","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"1",2012,7,5.5,1,NA,5.5,NA,5.5,NA,0,1,0,1,0,1,0,1,0,1,0,5.5,NA,5.5,NA,5.5,NA,-3
"2",2012,8,6,1,NA,6,NA,6,NA,0,1,0,1,0,2,0,2,0,2,0,5.75,NA,5.75,NA,5.75,NA,-2
"3",2012,9,6.625,8,8.66666666666667,5.4,NA,6,7,3,5,0,3,5,10,3,7,0,5,5,6.45,8.66666666666667,5.5,NA,5.9,7,-1
"4",2012,10,6.398,50,7.66111111111111,5.6875,6.375,5.26923076923077,6.79459459459459,18,32,4,13,37,60,21,39,4,18,42,6.40666666666667,7.80476190476191,5.65384615384615,6.375,5.44444444444444,6.81904761904762,0
"5",2012,11,7.13076923076923,78,7.96571428571429,6.45116279069767,7.08,6.46153846153846,7.26461538461538,35,43,10,13,65,138,56,82,14,31,107,6.81594202898551,7.90535714285714,6.07195121951219,6.87857142857143,5.87096774193548,7.08971962616822,1
"6",2012,12,7.02338709677419,62,7.77142857142857,6.64024390243902,7.48666666666667,6.76666666666667,7.085,21,41,15,12,50,200,77,123,29,43,157,6.88025,7.86883116883117,6.26138211382114,7.19310344827586,6.12093023255814,7.08821656050955,2
"7",2013,1,7.23684210526316,57,7.90666666666667,6.49259259259259,6.42857142857143,7.54545454545455,7.16304347826087,30,27,7,11,46,257,107,150,36,54,203,6.95933852140078,7.87943925233645,6.303,7.04444444444444,6.41111111111111,7.1051724137931,3
"8",2013,2,6.93877551020408,49,7.7304347826087,6.23846153846154,6.725,6.88947368421053,6.97,23,26,8,19,30,306,130,176,44,73,233,6.95604575163399,7.85307692307692,6.29346590909091,6.98636363636364,6.53561643835616,7.08776824034335,4
"9",2013,3,6.81490196078431,51,8.05882352941176,6.19294117647059,7.05,7.252,6.76739130434783,17,34,6,5,46,357,147,210,50,78,279,6.93588235294118,7.87687074829932,6.27719047619048,6.994,6.58153846153846,7.03494623655914,5
"10",2013,4,7.2593023255814,43,8.00294117647059,6.77307692307692,6.6,6.92083333333333,7.39032258064516,17,26,10,12,31,400,164,236,60,90,310,6.97065,7.88993902439024,6.3318220338983,6.92833333333333,6.62677777777778,7.07048387096774,6
"11",2013,5,6.98382352941176,34,7.44285714285714,6.6625,6.85714285714286,7.1,6.9537037037037,14,20,7,7,27,434,178,256,67,97,337,6.97168202764977,7.85477528089888,6.35765625,6.92089552238806,6.66092783505155,7.06112759643917,7
"12",2013,6,6.88513513513514,37,7.71666666666667,6.31818181818182,6.27777777777778,6.47916666666667,7.08,15,22,9,12,25,471,193,278,76,109,362,6.96488322717622,7.8440414507772,6.35453237410072,6.84473684210526,6.64091743119266,7.06243093922652,8
"13",2013,7,6.8047619047619,42,7.35,6.30909090909091,6.25714285714286,6.625,6.82368421052632,20,22,7,4,38,513,213,300,83,113,400,6.9517738791423,7.79765258215962,6.3512,6.79518072289157,6.64035398230089,7.03975,9
"14",2013,8,6.55147058823529,34,7.55,5.76315789473684,7.1,6.5,6.56034482758621,15,19,5,5,29,547,228,319,88,118,429,6.92689213893967,7.78135964912281,6.31617554858934,6.8125,6.63440677966102,7.00734265734266,10
"15",2013,9,6.89268292682927,41,7.88888888888889,6.11304347826087,6.27777777777778,7.5,6.74545454545455,18,23,9,8,33,588,246,342,97,126,462,6.92450680272109,7.78922764227642,6.30251461988304,6.76288659793814,6.68936507936508,6.98863636363636,11
"16",2013,10,6.79090909090909,33,7.56875,6.05882352941176,6.35714285714286,6.5,6.91739130434783,16,17,7,10,23,621,262,359,104,136,485,6.91740740740741,7.77576335877863,6.29097493036212,6.73557692307692,6.67544117647059,6.98525773195876,12
"17",2013,11,6.73,50,7.475,6.23333333333333,6.11111111111111,7.1,6.6375,20,30,9,10,40,671,282,389,113,146,525,6.90344262295082,7.75443262411348,6.286529562982,6.6858407079646,6.70452054794521,6.9587619047619,13
"18",2013,12,6.8625,40,7.63571428571429,6.44615384615385,7,6.85714285714286,6.86363636363636,14,26,3,7,33,711,296,415,116,153,558,6.90113924050633,7.74881756756757,6.29653012048193,6.69396551724138,6.71150326797386,6.95313620071685,14
"19",2014,1,6.85403225806452,62,7.54166666666667,6.209375,6.4375,6.78888888888889,6.88068181818182,30,32,12,18,44,773,326,447,128,171,602,6.89736093143596,7.72975460122699,6.29029082774049,6.669921875,6.71964912280702,6.94784053156146,15
"20",2014,2,6.72083333333333,36,7.41153846153846,6.3304347826087,6,5.22,6.96290322580645,13,23,8,5,31,809,339,470,136,176,633,6.88950556242274,7.71755162241888,6.29225531914894,6.63051470588235,6.67704545454546,6.94857819905213,16
"21",2014,3,6.88125,32,7.24,6.71818181818182,6.83333333333333,6.6875,6.94583333333333,10,22,9,8,24,841,349,492,145,184,657,6.88919143876338,7.70386819484241,6.31130081300813,6.64310344827586,6.6775,6.94847792998478,17
"22",2014,4,6.69791666666667,48,7.42222222222222,6.26333333333333,6.18888888888889,6.21538461538462,6.87714285714286,18,30,9,13,35,889,367,522,154,197,692,6.8788638920135,7.69005449591281,6.30854406130268,6.61655844155844,6.64700507614213,6.94486994219653,18
"23",2014,5,6.7047619047619,21,7.14285714285714,6.48571428571429,6.625,5.91666666666667,7.02,7,14,4,6,15,910,374,536,158,203,707,6.87484615384615,7.6798128342246,6.31317164179104,6.61677215189873,6.62541871921182,6.9464639321075,19
"24",2014,6,6.68518518518519,27,7.20588235294118,5.8,6.2,6.125,6.92105263157895,17,10,5,8,19,937,391,546,163,211,726,6.86938100320171,7.65920716112532,6.30377289377289,6.60398773006135,6.60644549763033,6.94579889807163,20
"25",2014,7,6.54347826086957,23,7.28571428571429,6.21875,7.16666666666667,6,6.59523809523809,7,16,3,2,21,960,398,562,166,213,747,6.86157291666667,7.65263819095477,6.30135231316726,6.61415662650602,6.60075117370892,6.9359437751004,21
"26",2014,8,6.93636363636364,33,7.29444444444444,6.50666666666667,6.9,6.9,6.94285714285714,18,15,9,5,28,993,416,577,175,218,775,6.86405840886203,7.63713942307692,6.30668977469671,6.62885714285714,6.60761467889908,6.9361935483871,22
