"","year","month","avg_rating","no_ratings","avg_rating_owned","avg_rating_not_owned","avg_rating_prev_owned","avg_rating_comment","avg_rating_no_comment","no_ratings_owned","no_ratings_not_owned","no_ratings_prev_owned","no_ratings_comment","no_ratings_no_comment","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"1",2001,5,7,1,7,NA,NA,7,NA,1,0,0,1,0,1,1,0,0,1,0,7,7,NA,NA,7,NA,0
"2",2001,6,6.83333333333333,6,7.2,5,NA,7,6.8,5,1,0,1,5,7,6,1,0,2,5,6.85714285714286,7.16666666666667,5,NA,7,6.8,1
"3",2001,7,8,1,8,NA,NA,NA,8,1,0,0,0,1,8,7,1,0,2,6,7,7.28571428571429,5,NA,7,7,2
"4",2001,8,8,3,10,7,6,NA,8,1,2,1,0,3,11,8,3,1,2,9,7.27272727272727,7.625,6.33333333333333,6,7,7.33333333333333,3
"5",2001,9,8.66666666666667,3,8.5,9,NA,NA,8.66666666666667,2,1,0,0,3,14,10,4,1,2,12,7.57142857142857,7.8,7,6,7,7.66666666666667,4
"6",2001,10,7.5,2,8,7,NA,8,7,1,1,0,1,1,16,11,5,1,3,13,7.5625,7.81818181818182,7,6,7.33333333333333,7.61538461538461,5
"7",2001,11,8.66666666666667,3,8.66666666666667,NA,NA,NA,8.66666666666667,3,0,0,0,3,19,14,5,1,3,16,7.73684210526316,8,7,6,7.33333333333333,7.8125,6
"8",2001,12,8,2,8,NA,NA,10,6,2,0,0,1,1,21,16,5,1,4,17,7.76190476190476,8,7,6,8,7.70588235294118,7
"9",2002,1,8,1,8,NA,NA,8,NA,1,0,0,1,0,22,17,5,1,5,17,7.77272727272727,8,7,6,8,7.70588235294118,8
"10",2002,3,8.66666666666667,3,8.66666666666667,NA,NA,8,9,3,0,0,1,2,25,20,5,1,6,19,7.88,8.1,7,6,8,7.84210526315789,10
"11",2002,5,7,2,7,NA,NA,NA,7,2,0,0,0,2,27,22,5,1,6,21,7.81481481481481,8,7,6,8,7.76190476190476,12
"12",2002,6,7,3,7,7,NA,NA,7,1,2,0,0,3,30,23,7,1,6,24,7.73333333333333,7.95652173913043,7,6,8,7.66666666666667,13
"13",2002,7,7,2,7,NA,NA,7,NA,2,0,0,2,0,32,25,7,1,8,24,7.6875,7.88,7,6,7.75,7.66666666666667,14
"14",2002,8,8.375,8,8.57142857142857,7,NA,9.25,7.5,7,1,0,4,4,40,32,8,1,12,28,7.825,8.03125,7,6,8.25,7.64285714285714,15
"15",2002,9,7,4,8.5,5.5,NA,9,5,2,2,0,2,2,44,34,10,1,14,30,7.75,8.05882352941176,6.7,6,8.35714285714286,7.46666666666667,16
"16",2002,10,8.33333333333333,3,8.33333333333333,NA,NA,NA,8.33333333333333,3,0,0,0,3,47,37,10,1,14,33,7.78723404255319,8.08108108108108,6.7,6,8.35714285714286,7.54545454545455,17
"17",2002,11,8.16666666666667,6,8.16666666666667,NA,NA,8,8.25,6,0,0,2,4,53,43,10,1,16,37,7.83018867924528,8.09302325581395,6.7,6,8.3125,7.62162162162162,18
"18",2002,12,7.6,5,8,6,NA,7.33333333333333,8,4,1,0,3,2,58,47,11,1,19,39,7.81034482758621,8.08510638297872,6.63636363636364,6,8.1578947368421,7.64102564102564,19
"19",2003,1,7.5,4,8,6,NA,7,8,3,1,0,2,2,62,50,12,1,21,41,7.79032258064516,8.08,6.58333333333333,6,8.04761904761905,7.65853658536585,20
"20",2003,2,8.125,8,8.28571428571429,7,NA,9.66666666666667,7.2,7,1,0,3,5,70,57,13,1,24,46,7.82857142857143,8.10526315789474,6.61538461538461,6,8.25,7.60869565217391,21
"21",2003,3,6.8,5,7.5,6.33333333333333,7,6.33333333333333,7.5,2,3,2,3,2,75,59,16,3,27,48,7.76,8.08474576271186,6.5625,6.66666666666667,8.03703703703703,7.60416666666667,22
"22",2003,4,8.25,8,8.57142857142857,6,NA,9,7.8,7,1,0,3,5,83,66,17,3,30,53,7.80722891566265,8.13636363636364,6.52941176470588,6.66666666666667,8.13333333333333,7.62264150943396,23
"23",2003,5,8.3125,8,8.41666666666667,8,NA,8.375,8.25,6,2,0,4,4,91,72,19,3,34,57,7.85164835164835,8.15972222222222,6.68421052631579,6.66666666666667,8.16176470588235,7.66666666666667,24
"24",2003,6,9,3,10,8.5,NA,9.75,7.5,1,2,0,2,1,94,73,21,3,36,58,7.88829787234043,8.18493150684932,6.85714285714286,6.66666666666667,8.25,7.66379310344828,25
"25",2003,7,7.5,26,7.88888888888889,6.625,NA,8,7.1875,18,8,0,10,16,120,91,29,3,46,74,7.80416666666667,8.12637362637363,6.79310344827586,6.66666666666667,8.19565217391304,7.56081081081081,26
"26",2003,8,8.28571428571429,7,9,6.5,NA,9.33333333333333,7.5,5,2,0,3,4,127,96,31,3,49,78,7.83070866141732,8.171875,6.7741935483871,6.66666666666667,8.26530612244898,7.55769230769231,27
"27",2003,9,7.5625,8,8.25,5.5,6,7.625,7.5,6,2,1,4,4,135,102,33,4,53,82,7.81481481481481,8.17647058823529,6.6969696969697,6.5,8.21698113207547,7.55487804878049,28
"28",2003,10,7.11111111111111,9,7.75,6.6,6.5,6.5,7.28571428571429,4,5,2,2,7,144,106,38,6,55,89,7.77083333333333,8.16037735849057,6.68421052631579,6.5,8.15454545454545,7.53370786516854,29
